ProductionVolume,ProductionCost,SupplierQuality,DeliveryDelay,DefectRate,QualityScore,MaintenanceHours,DowntimePercentage,InventoryTurnover,StockoutRate,WorkerProductivity,SafetyIncidents,EnergyConsumption,EnergyEfficiency,AdditiveProcessTime,AdditiveMaterialCost,DefectStatus
761,16416.82305564740,89.71268596826680,4,4.7888274587996200,88.36495363260920,23,1.5204241425587400,5.250244873831600,0.015539483354114900,86.61352437526360,6,1391.5985493973000,0.26596202834667900,8.196507215414650,316.85081934533800,1
408,7401.074524318600,98.25601600815720,5,4.394432322872090,63.390378931012900,22,0.648182510737132,3.0256716159064900,0.06723507263003580,83.30123231020390,8,1940.8397036138000,0.10238993629037500,3.3051753919851000,398.50434711910900,1
869,11923.362116296800,92.20726015636310,2,1.8342570696077300,89.66435335773350,3,1.2433374308642000,3.7904794007642500,0.0025786943285584100,87.56609825966960,3,2428.3929206231500,0.4158979306697940,5.974352583815640,114.35091855199200,1
443,5139.974297406400,90.92814148424260,0,1.2167736680725600,87.73703368065090,21,4.10645892409664,7.889647814841800,0.04499957871699400,81.38437334818780,1,1141.2664343795300,0.45235832136491300,5.589833273775920,483.00539497812200,1
591,8700.182967824350,84.9948835845871,0,2.4592522825760600,70.03216530003590,21,3.1943920280326400,7.419404153703120,0.055012182036722400,94.35712916969870,3,1566.702097545320,0.16989523694217300,3.142709581166930,188.8384831717410,1
513,15896.925726695100,86.86550978128900,0,2.30854418580185,70.11335132660650,16,4.7487989735642700,9.737658412845520,0.033978461088033200,82.95491817548400,9,2295.3870179100800,0.46647688352662300,2.0419393131512300,148.62478747669700,1
905,19877.14927024050,97.04096831609390,3,3.0907368739904200,85.15442341378010,12,0.2437242767687760,2.115909444760670,0.07498177472750060,85.7025181412169,2,2241.9218952390600,0.46563891091787800,2.9013544584547100,476.4544171767730,1
485,6487.671493808240,91.18436263536920,5,3.125238045474870,90.48684421934710,1,3.962059985920340,8.006070082258860,0.06756604968379390,97.62162011107790,1,4201.546786239360,0.2885163404136760,1.8760401960756900,432.1747665446330,1
291,11022.414737919300,90.2948438751356,4,3.8749414297098900,95.05942452349460,19,3.495385916397120,6.046348803623850,0.09713989875699620,90.80995315913540,1,4373.021901250610,0.41921392431913700,3.480652170568910,405.94816771667200,1
376,17001.06453048740,81.99159427080060,4,2.794504766925250,94.08558255417900,5,1.3044615259876800,9.221543823379670,0.050876679928968200,86.42676881192950,7,1773.6743965742000,0.27797919130879500,9.975677596637180,141.89828357559300,0
260,8060.534519433480,80.32056312910250,3,0.971701884233445,98.59531976655410,21,3.6458335140529200,6.609333393014940,0.0537812364629383,90.95333780029770,4,1495.7595356513900,0.32561850636744700,4.6188303871724400,423.0116854704660,1
559,13326.274239534300,99.27370377374100,1,4.362311009988980,83.25539581346040,0,3.582742749573100,5.573341795691320,0.02458393191938220,84.36555319263780,5,3536.6499372856700,0.22793560392390500,8.774995522015090,343.60940920391300,1
413,15996.069440445100,87.53972334573680,3,1.8939406243333400,96.34622245361440,7,2.2967260152937200,7.326804875943960,0.03854838907307210,80.50346259411220,7,4218.4942227817300,0.1637877381283300,5.942599229161550,392.763444404738,0
121,14239.781753902700,92.06426124199010,5,4.8708385713796600,92.34053093041640,17,3.4431980942685400,8.66818753744798,0.002686059115830400,92.07464957927610,6,4854.8923888965300,0.39861463352561300,6.999247714003600,491.22811192735700,1
352,7820.371019231240,81.5943014637457,0,1.0303704890589700,95.78670497256050,20,2.222904515075330,4.259988401382820,0.06892747885976900,94.28251865569460,6,1027.1851389860600,0.10055713780765400,2.4071317277550100,177.7764708472000,1
847,10330.768530286100,93.66228571446090,3,4.812130275046270,60.465064051414700,3,1.6777279802893600,2.8602163502740600,0.031162279968354000,97.59563530891960,6,2654.7124537072200,0.3318210758595130,3.473252806797780,301.7527843274120,1
956,16756.87676728100,98.65133417411920,0,0.9095531309713260,98.63611967463240,4,2.3324548016845800,5.464144946554560,0.05403670096666980,95.43766722129450,6,3935.9513363775400,0.44587441055138600,5.5939908072603300,401.340778583646,1
660,13313.39771198030,91.5133050599484,5,1.5396626207617700,78.94120651385910,4,4.475647407463960,3.7161589824938300,0.025499239641094900,98.5335540099103,7,4314.237195497420,0.18851091471058000,8.930290908041570,273.4625403086790,0
574,5078.444203143690,82.52230644750820,5,0.7096097393894370,91.92731958299370,14,1.9229189643010900,5.436329403161670,0.06210362003396590,99.71906951085740,0,1249.1437947323900,0.23315978271920100,1.3859923229644600,121.86123316728300,1
158,16414.861400421400,91.63443054946950,2,3.6730091598754800,65.08816477351120,9,2.0184408872833200,9.9283853823916,0.044758249295404400,94.89870895491600,2,3722.458077856510,0.3349943411457850,5.562279636091490,144.57555955020800,1
610,5529.670324103590,95.32694426209310,0,4.326344314573060,75.83764383255900,7,3.042016138110250,6.592976750192180,0.04818606523862940,97.35846601660670,0,2155.7548695958800,0.19874809861245600,1.4591099125758700,340.8367890182490,1
781,16186.006740968500,88.12833073148040,4,2.4533198681719100,70.85842652083960,6,3.7649973771681100,7.54880178277395,0.09426071398153260,93.4746300645637,7,1298.3878373325000,0.4389947429323130,5.1114040880435400,214.00165855630300,1
575,8037.208402478560,97.59675495882940,3,4.678349337690930,71.66635082003750,11,3.6731043015557800,7.423427379691350,0.07061603231238600,83.41875582416540,1,2956.410327018670,0.24664126684502200,6.659813433993730,155.13625892103700,1
799,19371.1022017907,92.9736590671473,5,3.156345822900200,64.93022479803530,10,0.09899365059078620,8.565606690288510,0.026189973560007400,83.6340485264457,6,1632.613372816580,0.33264548792795400,7.702508722854770,235.95679900983300,1
882,10519.111269531300,97.98497836578410,0,3.3350321095093500,92.23055330172030,12,3.4370766650942700,9.553028792123040,0.05039218177414250,82.20518912630530,5,3948.030072246740,0.19044845903968400,2.2467880473456400,180.3923728179140,1
289,9903.974245071190,92.47010622494680,1,4.304386407653460,60.36969258324310,14,2.2527702404946300,7.270544785664430,0.04666728190519780,98.85949439987050,0,3965.047198797810,0.11655453479639400,2.499177551152130,109.57578662991000,1
786,7233.32075498667,82.62575944009650,2,1.835600922733280,72.5002182794081,16,2.6204498377722900,5.808757158025670,0.07950526068783640,93.4550339567876,5,4368.271059950040,0.16948010640546400,5.230584295226120,160.72559542686600,1
662,9584.063232353220,86.19383422210380,1,2.094195745974320,66.9764217286566,21,2.808316684714900,4.5426475713432900,0.08333551140962030,95.79819500931050,8,2510.2747405910100,0.1184795750435210,9.982328121811670,453.23118436706900,1
975,18149.761427423000,84.03589896504910,5,4.576783636375900,83.56155762433360,21,3.658598085541330,4.882194400990940,0.02834428227417250,86.62314673648730,2,1053.2391889225700,0.28744155984528800,4.204421520910870,104.81491300108600,1
666,19945.01506440870,98.17652995433720,1,4.554335732174440,70.17009610458180,17,4.156664918041570,4.675844864992450,0.08211514539062370,89.20843420153520,6,2038.9437534979200,0.33465495636722000,4.847746846266190,409.5401214376380,1
343,10524.642957602700,95.20800134574970,1,4.894172492903920,70.359938181124,7,3.2313047231611800,4.595723930191120,0.017950140529100100,80.79559063673390,3,2871.2467981011100,0.1178700830741810,4.892020685330960,401.3844423486330,1
931,11729.159464318100,93.52796737820010,2,4.55827242398752,79.53352575981280,5,2.819536104030010,7.557000035056750,0.07627705545376960,97.78014800870200,0,3776.045117664200,0.13619288861517300,1.726307392213860,325.6950753435960,1
604,15831.064073041100,86.01932639263240,2,1.073174162150120,86.10756157363700,10,1.8688462740635100,6.701672239614910,0.024878454380136100,97.06006858823220,6,2528.162342746970,0.2942100107241400,7.967549307609960,183.37910628334800,0
230,18292.936706976100,83.68089544100430,2,4.206759287616440,64.85218818260650,8,0.6893910961597380,3.61596035934181,0.02979311574132960,95.69622669728590,0,3144.193584268550,0.4196719728803910,3.277913719834970,451.22368972009300,1
584,13895.665012801800,95.12902175977820,2,2.3442731514931700,67.02045809861980,4,4.79288840822432,9.757008153329570,0.0852467840188994,81.16604135362380,3,3097.0543498228700,0.35120367156628800,7.333003511946280,290.03022751757700,1
918,10872.88547266740,89.48315891758160,1,4.95860610175672,69.8869897837807,6,2.3092114616265400,5.421804122834550,0.0420074865056297,83.48499471154870,8,1659.9293974332700,0.14188408804154800,5.2758089095203200,169.28249161909400,1
746,11189.327612729400,84.51579104301260,4,2.625264339479610,98.94992856471840,21,2.8310612224869700,6.528691208544630,0.09905658248562960,86.68341315508920,4,3492.1980003200500,0.4550169095365980,6.506017679974460,271.6090369956900,1
120,15434.272197452100,92.3324395633055,4,2.9922623712599900,75.88609999771680,14,3.7553656971820900,7.6208077343181000,0.015194302990744100,85.26125350683340,6,2757.006912821590,0.4669800939158990,1.4857447284549700,177.96689109770100,1
940,5048.2739540641800,80.80667704276900,2,2.883987118655590,83.95960362524110,20,0.3420524248991460,6.909419013415160,0.04633490380396840,96.76919677062140,6,4231.674806609970,0.22998273113978400,9.009691159749100,250.40313645197000,1
266,14293.84006189760,86.52340508256510,3,1.94781663436225,69.66171250863910,21,4.275055045018660,4.488414152764810,0.07324503309089360,83.89671516401240,2,3762.4448325156000,0.3464071167525450,3.19471092477742,298.6751084040480,1
373,10332.395156620400,89.3711398918227,0,0.8375994000181320,79.61838100629950,3,3.985128716712040,8.381652587899010,0.0005367057978507450,90.6424893067795,7,1445.8767447902200,0.29693086007388500,7.030858487507530,243.96035588082000,0
487,16912.95996915630,82.95916668218810,5,4.530430536808630,62.96476697543830,18,3.8721429095492100,2.881229116637020,0.015185527819301700,91.42762195638630,0,2955.0336401462700,0.47680950745192900,8.182172008595460,362.8177096290800,1
700,6394.859597346980,99.6930895518168,3,4.11204115636829,61.38968583689310,12,0.10991353367204200,6.5519666776293700,0.0020356749410980300,88.50023694325070,3,3809.9774339767500,0.30349941317949400,5.860348455548770,474.3671216353750,1
415,13823.034004225900,84.18194729179230,5,1.1278705125185100,78.74934107285840,0,2.6325942570520700,4.186537784112810,0.09928778653827540,84.81375863460920,9,1348.0469032293700,0.4839863254848260,4.036006198707620,239.25973905878500,0
113,12214.593348291900,82.6070626008653,3,3.995457221075330,75.94637150073650,0,0.2713418536621840,6.926098941384150,0.07606246624214710,99.20588581762260,3,4169.988130226530,0.17973702021208200,9.801130370329690,242.29580553459400,1
341,14634.882888578400,84.07069747773790,3,3.316309997227750,65.4752127876731,21,2.754362894236460,3.7439478486749600,0.03735590977466000,88.26798484538050,1,1888.0180585776000,0.23821470307827200,3.5059574194362600,395.32098824090600,1
876,5972.803917244530,95.38122266319450,4,2.3411470456293,87.50405715682940,13,3.5922416312776100,8.177597241674710,0.015628493469677600,94.54619991073330,5,3012.3391818947600,0.4125380960384550,9.537961034109440,312.2363726084340,1
445,13699.756811422000,88.51011318543690,0,1.6430951709300300,99.71613963597060,8,0.6092512512921140,3.820290650126660,0.009038324280345070,83.68092975312460,0,4762.245149890550,0.4134442942373470,2.4060172031625900,271.53577584829600,0
664,13422.268819392900,91.30831879505080,3,4.368779525760050,75.8258728478685,23,3.474415527386440,9.123137079734660,0.05319072005509120,96.45622337072460,2,3285.336939289140,0.3928733095826820,4.502999183701090,425.523275382601,1
997,13409.901416242600,80.42018313972720,2,3.6508471668232400,84.98234543669580,11,2.247664229926540,8.892439237361850,0.09758913181991990,84.31783646467330,8,2696.2178068157900,0.44384458586612200,2.24646025732572,456.4144268765650,1
439,14052.314998946800,80.6886261714663,5,2.9648295926111200,98.51903769457940,17,4.0577646533891,4.89914761611049,0.0674610944657764,93.50613247146050,9,1027.1797095965700,0.3810184691775250,1.0201642576632600,336.2346424188740,1
191,15147.019058395400,88.91651099654030,4,3.2430584025430900,93.26139889787500,8,2.6679446969015100,5.086562310992210,0.03651383682587300,90.12992002945040,5,1533.6544910963100,0.3544340577888940,3.342326863568270,174.04130910220200,1
466,17074.834995211500,96.33310486403250,5,0.9097978193698140,78.54208893210740,7,1.6806076791732400,7.612027661499920,0.05008509732374880,82.93114281962850,1,3314.6555403919500,0.28357000523100500,1.7848936082705900,286.51435560079100,0
554,9047.310801923220,97.70477757415130,2,2.632638924100360,89.49957937839680,13,1.659957817118540,2.7229883037798700,0.0998903367939452,80.49898392312150,8,2975.3001626149500,0.28683509733173100,9.877109707813120,301.7482648592540,1
527,17375.74115270090,81.73413135191280,2,1.371651317535660,65.12540161002100,8,4.48743260003792,2.6473552974054300,0.05187662288844510,98.61496530763610,1,2455.3167025873300,0.2624645972816970,7.854879861566220,272.8829428443440,1
608,12473.835233951800,90.76726204202050,3,1.4377265555397100,80.48415421855200,19,2.2643579229256600,3.090593574671550,0.09642014857763560,82.5138102712908,6,4692.863541576470,0.3480847198815280,1.0333431668980800,204.97275154615400,1
875,6155.874187014970,98.26459372558540,2,3.4758678302909,71.16241108719750,1,2.028769485882110,6.499802683598820,0.0016361718817826,94.0990285737383,0,2329.930149703760,0.26266557169319700,3.012819263412330,288.9287230895420,1
134,5878.2639386596900,87.75945508795770,0,4.600652683254300,66.44654751584650,0,0.1993681114895780,3.192018438648750,0.07209631282341730,93.05369917893970,4,3148.6030257764300,0.1589977256346390,7.0311181715534500,278.61846083907600,1
305,10013.574780440900,96.59131662856740,2,2.3169047471525600,77.05123625018140,12,1.8216230255770100,4.220938254183850,0.06271614492131170,86.83440084897050,6,3274.85363809652,0.1426118464834590,4.58696901848279,183.79740958077500,1
180,16773.454656672000,82.67391308798870,3,1.4348717285548600,65.24058217734460,9,4.248135274722120,7.175291260321660,0.06853298584573220,83.70765799109460,2,3109.873560255690,0.4697889100975110,8.486583067398050,461.372260934426,1
661,15615.214021113700,98.70788979335600,5,3.419361217564940,87.95940432697940,7,3.804938282663050,2.1249902226937200,0.057056708925745300,83.5665649891083,3,2910.341566160400,0.10989556301515300,5.543747005381590,454.1363803389870,1
971,16829.224470086100,95.02846635062610,2,4.42034170857643,78.24960176213340,6,1.104566013983000,3.441892863627760,0.004417677624165580,91.70655706100480,4,2348.2549440476300,0.142186904722261,6.882862777591860,403.8465713802360,1
487,12759.035846624100,98.82668785573800,4,3.8674346050512100,81.24578530258660,23,2.065283116067520,9.43944530300563,0.01495639354918260,90.93842589248090,2,4635.054532158480,0.2781219498582350,6.373336578350330,260.37863104491300,1
101,11602.98496933240,93.53234467105010,4,4.409407537414640,65.85503754672630,11,0.9828983804087440,7.3086209872697000,0.09222512703352150,97.51870040700460,5,2803.213047036580,0.20517050676175200,6.743520105612710,248.13676315685400,1
489,7211.78790059426,87.26807863998850,4,2.914496019548600,65.59086644373980,16,4.771084084173530,4.444408913785710,0.023292500836711700,92.80006156823870,2,3113.7954693843000,0.26233956016085800,3.0708896844446200,386.5861509583860,1
665,9922.891304139670,98.76362345049450,5,3.883443099661360,83.33661741040500,11,2.9905893926776800,2.362427392489350,0.09929372693269420,96.3854995216105,7,3625.911935320970,0.14697895263755300,4.359604952855720,343.24769400122800,1
205,11510.290492608100,85.51133552618360,1,1.1302905171152100,99.40038991317790,15,3.7717739627427400,6.688390467299420,0.06795884843946170,80.64826124905220,6,1270.6241697261400,0.1523627747389500,1.4556632757804200,340.2393295787030,1
871,6329.006445194260,86.64345044123470,4,2.0672357691343600,63.85002332950900,9,3.5690432483839000,3.782930479139530,0.04443544901261850,93.4198629405719,0,4125.152565852980,0.4202631634900460,6.2887286321938800,149.64461099794300,1
921,8309.17929066817,94.01616836003480,4,2.252971240166850,71.42925714263130,11,4.368446816950420,9.681403509746670,0.09200488564360400,84.67417276859240,1,3050.029240344140,0.40364349764012200,5.13332615868198,347.31351211817900,1
576,13973.379410956100,95.30632599050770,1,2.8008308581071600,94.7783646615155,10,4.746638892727300,7.495687639894760,0.07949861896174560,85.0567791993142,3,3628.707743379870,0.14170114628984600,7.84644534117165,460.7452044493460,0
802,16034.946713587800,98.58806967698310,5,4.680843621155710,62.890880490209500,13,0.16223086887862200,9.792991090768850,0.042896507958490200,94.41153058178680,4,4088.0482616547700,0.36711616595960800,2.857442181594780,134.32658826817300,1
501,19975.212670894200,84.09604818112420,4,4.434334520999780,95.03542885467810,21,4.876505899499760,8.791191179292530,0.006859297226735610,95.86865917649880,9,4496.397563056860,0.34372452934219300,4.931309044610220,235.66851962831500,1
829,18996.699970153400,95.95996070438450,3,1.1053647153013300,80.97143933499010,19,4.352712315529400,5.864219321524330,0.08683045745345010,87.43470950277110,3,2568.8816678117200,0.38534508907209200,2.626708897516480,303.60571657882900,1
655,14638.477993027900,94.77092106793930,5,1.2775534334710800,76.33067095705700,12,1.9147370434904800,7.356505181233150,0.07650399313583410,95.80153633736610,3,4245.71957072902,0.28977956182499000,6.525813027235980,374.4037979325950,1
261,11318.72079941110,81.27589112507200,4,2.109382473150100,72.38722257405820,1,4.185346212785350,8.4968575643144,0.07907348372907150,88.87489350704710,8,2035.347582263610,0.20799473101337600,8.632272308603070,135.85397182250000,1
301,14542.66047062350,87.74446282420410,4,1.8083473965080300,71.88468632511370,19,3.6827899116547500,6.625427853300990,0.07448587327255560,97.15290696740760,3,3641.3426038294700,0.3654716677426110,7.8889892360408700,449.1224773155380,1
369,16784.77427120350,85.65530914120200,1,3.2664692892031800,72.23210329797920,6,3.965571883448460,2.4919000077457500,0.027575448937808300,80.49807544357190,3,1410.8292027185600,0.2485429706091290,9.497781753677990,116.21824816326100,1
962,6775.042863850810,86.0898084870806,3,4.562492214940450,95.39212323840780,0,1.1034551641952800,5.763570510989050,0.08588457196693380,81.66990141629700,3,1080.1218696963000,0.1875811604048640,9.74553203677232,443.07586672289700,1
915,11148.573345444300,99.65893759109400,5,4.83031193752664,88.95180920699140,2,3.242818509678330,3.0445866462931200,0.0002232553144108750,95.52703614535360,1,1383.052504450560,0.2634516054877130,7.948304808237920,111.06070234610200,1
370,17597.03428453430,92.85554826959860,2,3.4412132864085200,86.78892031324600,19,0.1296294714964540,7.718774201681360,0.023727627838375300,92.48179255660670,7,2277.5299462499000,0.4053079342403820,3.581254768422330,161.40932173094200,1
555,10757.49427899570,94.35352315587,0,4.27171640630489,91.94996595808000,11,4.241145662764240,7.445031325100820,0.004655959882419570,91.18040507271040,3,1124.3784552986600,0.29031727861448100,2.973352394937860,420.1295308614690,1
561,13578.084068407800,99.53235274630020,3,2.863409901038590,70.2845865201658,4,4.755214862378950,9.943265536416910,0.011059645666896000,92.27957614677150,4,3521.96508874905,0.21994570537336900,5.027941310940490,444.06577488151100,1
826,13816.540412933000,87.54403564915280,2,1.4374712608701800,84.72171248327020,11,3.31061720317644,7.030478414352860,0.05323791375175060,98.60381254844300,7,2266.1781535290600,0.4327474459295310,9.944953251194090,492.90633171449000,1
351,7767.14379700459,96.03680336905610,3,2.861097854420650,78.40264955831810,2,2.5633482658800100,8.401103539071530,0.0037256189941034400,93.11074062876130,3,3945.504270857190,0.4526575020723740,4.714012187354400,146.28593133747000,0
801,10433.531624784300,88.69061926608990,2,2.99787170646943,91.29766540800770,19,3.628655446815360,4.1463028071106600,0.018138104770038000,92.94952233319670,4,1183.6605450784200,0.2733001695090700,2.7916156951504200,310.58044643625300,1
395,10017.669331129000,97.3906734362996,2,3.8410590389610000,72.37024441893140,4,1.6318064411230800,4.720193082367840,0.023274014739082800,95.18941759412460,4,1866.8062661899900,0.24987520829075800,9.499085900049170,130.86233061587600,1
824,5392.950627980970,83.61315082622610,3,1.489473453683070,85.72714467479580,0,3.13193897906269,9.336194019022700,0.06553388051372220,97.33241411279650,5,2632.013701318790,0.345079578807586,4.473261798364210,162.56305038554000,1
819,5362.876458370330,98.9537235412856,1,2.1573967193902900,95.28849647269250,15,3.594864696532220,8.04153807700596,0.046882052444823200,85.2382495647671,6,2530.606249176190,0.12318977842316500,7.218089985048680,169.7975431625450,1
848,17475.455655136600,84.3754341682176,3,2.1381236114655500,76.08601904779720,8,0.7134039074059380,7.2421533983811000,0.04584125230554580,92.33497718466610,2,1523.9946913453600,0.3765292642270390,8.093376807531280,125.35530058363400,1
437,9096.062149592190,86.52441013961860,3,4.817478180835240,62.66488349469850,9,0.7003400274829620,4.032221540664320,0.07684325542576250,91.67949927104950,9,4976.547254326630,0.4129150421508990,8.588403118535810,457.19192237133500,1
978,12771.181493582200,95.12384468213560,2,2.497752321470240,80.64203289367170,9,3.5806908885715300,7.588623429801320,0.045672141207433500,82.69698962996690,2,2137.7583233353400,0.25897677090286900,8.391523484105120,150.54220720574400,1
152,9480.883603831600,87.87510283130810,0,3.897922852841660,73.83889951228110,12,2.15891247082748,9.09410916033561,0.03484887429180460,90.40633947821420,8,3884.128338605850,0.16984634000295900,8.526221766999820,351.7363372049300,1
891,19110.188676730100,92.16422753532890,2,3.8786512161849800,86.889015221887,15,4.4460074923045,3.8463812391572500,0.09624510456043330,81.3910102948093,0,1880.1067888468700,0.1115273500563450,7.008880848200930,350.29882582525700,1
316,8889.451382986610,88.89147002138860,4,1.6949488316145900,98.04131698994430,19,1.5596944107841900,7.648991583326590,0.0008293309437857,83.69919174804680,9,4511.404842904340,0.35489823979484000,4.6344796234521400,179.45808214648500,1
863,11444.852191084000,94.84739874179560,3,3.0734136021727900,79.42433271987390,3,0.21215368624322300,5.149551627180070,0.030539300007538400,98.25926163836360,7,2551.0332405987700,0.20759736265396400,7.005581686574530,499.3645044943130,1
287,18090.953757269000,84.56662504737220,5,4.524363019933920,78.64760920622140,13,3.2493801461576000,2.95013930352496,0.0609392716379723,82.38486363084690,9,4603.609955956420,0.2855558348485140,8.530609006539220,238.94710927835500,1
479,17629.00350187710,81.16915974473750,3,2.6383897375562700,86.18339200765840,16,3.421196133012900,8.107685412269460,0.07828092360528050,91.57832599693590,2,2367.3396785358800,0.25454220866301200,4.15578218161979,462.0377483853580,1
592,7791.521267694160,85.99858794946130,1,4.753028783041460,64.13990014374270,4,2.7679580448935500,3.337094313474690,0.08164129547585640,86.46961391986150,4,1034.5752859876500,0.16995391837898500,3.668571912628360,479.31389290149800,1
140,17039.649646935700,89.48617329736860,5,1.465062031958730,70.14024755700060,12,3.4166632284729900,4.023170187922970,0.004607313185517250,91.10626581453230,2,3068.081724313850,0.30334746738428200,4.093364953946470,479.59552571987900,1
256,11872.80330106840,83.36040104385360,2,0.8337159759831380,96.75917302001590,2,2.618771722371980,8.263536327029540,0.0709132055557588,84.69947084904810,9,3099.151744604390,0.2838374090962950,5.961550564264320,401.1350350406890,0
114,12244.53308128030,87.09594579312780,1,4.511542429151370,86.79770453455070,4,3.463164080495230,7.937062284997100,0.0720253643471817,88.8875890935532,0,1479.3367311545400,0.3496590491479330,1.4719948733255000,201.5220021247930,1
912,7002.199586239160,87.99966036587140,3,4.314565390829980,60.53776175933670,15,0.21968703277597300,4.03346452835516,0.021407942145626800,97.34666866296520,9,1939.8542936771700,0.20075399781191500,8.01073737115156,148.2621407241030,1
164,6209.02270635687,81.14783687376550,2,4.9666544417023000,68.1850189023608,18,1.8419868511051100,9.527716914770940,0.011277502847009200,87.52433955638710,4,4133.982363925400,0.18585563194136200,2.249667626051820,327.95399086168900,1
956,15919.089604606500,91.66614496368410,2,3.5572706965059200,87.31349064115600,18,1.054084589768420,3.722281800617530,0.07496861576953020,87.06061876001870,7,1147.023298514640,0.42573802390258900,2.195547911056890,244.01565243880400,1
